ママ活,-1,-1,1000,名詞 一般,*,*,*,*,ママ活,ママ活,ママ活,ママ活
mama活,-1,-1,1000,名詞 一般,*,*,*,*,mama活,mama活,mama活,mama活
まま活,-1,-1,1000,名詞 一般,*,*,*,*,まま活,まま活,まま活,まま活
